source,source_type,target,target_type
AT1G37130,gene,AT1G08090,gene
AT2G15620,gene,AT1G08090,gene
AT4G37550,gene,AT3G03910,gene
AT4G37550,gene,AT1G51720,gene
AT4G37550,gene,AT1G48470,gene
AT4G37550,gene,AT3G44300,gene
AT4G37550,gene,AT2G15620,gene
AT3G03910,gene,AT1G48470,gene
AT3G03910,gene,AT3G44300,gene
AT3G03910,gene,AT2G15620,gene
AT1G51720,gene,AT1G48470,gene
AT1G51720,gene,AT3G44300,gene
AT1G51720,gene,AT2G15620,gene
AT1G48470,gene,AT3G44300,gene
AT1G48470,gene,AT2G15620,gene
AT3G44300,gene,AT2G15620,gene
AT1G08065,gene,AT3G23490,gene
AT1G48470,gene,AT5G53460,gene
AT1G48470,gene,AT2G41220,gene
AT5G53460,gene,AT1G51720,gene
AT5G53460,gene,AT3G03910,gene
AT2G41220,gene,AT1G51720,gene
AT2G41220,gene,AT3G03910,gene
AT1G37130,gene,AT2G15620,gene
AT1G19920,gene,AT3G01910,gene
AT4G16566,gene,AT3G01910,gene
AT4G16566,gene,AT3G01910,gene
AT1G19920,gene,AT1G62180,gene
AT1G19920,gene,AT1G19920,gene
AT1G19920,gene,AT4G05090,gene
AT4G16566,gene,AT1G62180,gene
AT4G16566,gene,AT1G19920,gene
AT4G16566,gene,AT4G05090,gene
AT4G16566,gene,AT1G62180,gene
AT4G16566,gene,AT1G19920,gene
AT4G16566,gene,AT4G05090,gene
AT1G62180,gene,AT1G19920,gene
AT1G62180,gene,AT4G05090,gene
AT1G55920,gene,AT1G55880,gene
AT5G04590,gene,AT3G23800,gene
AT5G04590,gene,AT1G33320,gene
AT5G04590,gene,AT1G55880,gene
AT3G23800,gene,AT1G33320,gene
AT3G23800,gene,AT1G55880,gene
AT1G33320,gene,AT1G55880,gene
AT5G04590,gene,AT1G16460,gene
AT5G04590,gene,AT3G01910,gene
AT5G04590,gene,AT1G62180,gene
AT1G16460,gene,AT3G01910,gene
AT1G16460,gene,AT1G62180,gene
AT3G01910,gene,AT1G62180,gene
AT1G19920,gene,AT2G14750,gene
AT1G19920,gene,AT1G19920,gene
AT1G53580,gene,AT5G04590,gene
AT1G53580,gene,AT1G16460,gene
AT1G53580,gene,AT3G01910,gene
AT1G53580,gene,AT1G62180,gene
AT2G37040,gene,AT1G51680,gene
AT2G37040,gene,AT2G30490,gene
AT2G30490,gene,AT1G51680,gene
AT1G51680,gene,AT2G30490,gene
AT1G15950,gene,AT1G30760,gene
AT1G30760,gene,AT1G05240,gene
AT1G30760,gene,AT3G50740,gene
AT3G50740,gene,AT1G05240,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT1G51680,gene,AT5G54160,gene
AT1G51680,gene,AT2G19070,gene
AT2G19070,gene,AT1G51680,gene
AT1G51680,gene,AT1G15950,gene
AT1G51680,gene,AT1G24735,gene
AT1G15950,gene,AT2G19070,gene
AT1G24735,gene,AT2G19070,gene
AT2G19070,gene,AT1G15950,gene
AT2G19070,gene,AT1G24735,gene
AT1G24735,gene,AT1G15950,gene
AT1G15950,gene,AT1G72680,gene
AT5G54160,gene,AT1G15950,gene
AT5G54160,gene,AT1G72680,gene
AT5G54160,gene,AT1G72680,gene
AT1G51680,gene,AT5G54160,gene
AT3G24503,gene,AT5G54160,gene
AT4G36220,gene,AT5G54160,gene
AT3G24503,gene,AT1G51680,gene
AT4G36220,gene,AT1G51680,gene
AT3G24503,gene,AT4G36220,gene
AT1G51680,gene,AT1G24735,gene
AT1G51680,gene,AT1G15950,gene
AT1G24735,gene,AT1G15950,gene
AT3G24503,gene,AT1G15950,gene
AT5G54160,gene,AT1G15950,gene
AT1G30760,gene,AT1G15950,gene
AT4G36220,gene,AT1G15950,gene
AT3G24503,gene,AT5G54160,gene
AT3G24503,gene,AT1G30760,gene
AT3G24503,gene,AT4G36220,gene
AT1G30760,gene,AT5G54160,gene
AT4G36220,gene,AT5G54160,gene
AT4G36220,gene,AT1G30760,gene
AT1G30760,gene,AT5G54160,gene
AT1G30760,gene,AT1G05240,gene
AT1G30760,gene,AT3G50740,gene
AT4G36220,gene,AT1G30760,gene
AT5G54160,gene,AT1G05240,gene
AT5G54160,gene,AT3G50740,gene
AT4G36220,gene,AT5G54160,gene
AT1G05240,gene,AT3G50740,gene
AT4G36220,gene,AT1G05240,gene
AT4G36220,gene,AT3G50740,gene
AT4G36220,gene,AT1G51680,gene
AT4G36220,gene,AT5G54160,gene
AT5G54160,gene,AT1G51680,gene
AT1G51680,gene,AT1G15950,gene
AT1G24735,gene,AT1G51680,gene
AT1G24735,gene,AT1G15950,gene
AT4G36220,gene,AT1G15950,gene
AT1G15950,gene,AT1G30760,gene
AT5G54160,gene,AT1G15950,gene
AT4G36220,gene,AT1G30760,gene
AT4G36220,gene,AT5G54160,gene
AT5G54160,gene,AT1G30760,gene
AT4G36220,gene,AT1G30760,gene
AT1G30760,gene,AT1G05240,gene
AT5G54160,gene,AT1G30760,gene
AT4G36220,gene,AT1G05240,gene
AT4G36220,gene,AT5G54160,gene
AT5G54160,gene,AT1G05240,gene
AT3G24503,gene,AT5G54160,gene
AT5G54160,gene,AT1G51680,gene
AT5G54160,gene,AT3G21560,gene
AT3G24503,gene,AT1G51680,gene
AT3G24503,gene,AT3G21560,gene
AT1G51680,gene,AT3G21560,gene
AT1G24735,gene,AT1G51680,gene
AT1G51680,gene,AT1G15950,gene
AT1G24735,gene,AT1G15950,gene
AT3G24503,gene,AT1G15950,gene
AT5G54160,gene,AT1G15950,gene
AT1G15950,gene,AT1G30760,gene
AT3G24503,gene,AT5G54160,gene
AT3G24503,gene,AT1G30760,gene
AT5G54160,gene,AT1G30760,gene
AT5G54160,gene,AT1G30760,gene
AT1G30760,gene,AT1G05240,gene
AT1G30760,gene,AT3G50740,gene
AT5G54160,gene,AT1G05240,gene
AT5G54160,gene,AT3G50740,gene
AT1G05240,gene,AT3G50740,gene
AT2G22990,gene,AT3G21560,gene
AT3G21560,gene,AT5G09640,gene
AT2G22990,gene,AT5G09640,gene
AT1G51680,gene,AT1G15950,gene
AT1G51680,gene,AT2G30490,gene
AT1G15950,gene,AT2G30490,gene
AT2G19070,gene,AT1G51680,gene
AT2G19070,gene,AT2G30490,gene
AT2G19070,gene,AT1G15950,gene
AT2G19070,gene,AT2G19070,gene
AT1G51680,gene,AT2G30490,gene
AT1G51680,gene,AT1G15950,gene
AT1G51680,gene,AT2G19070,gene
AT2G30490,gene,AT1G15950,gene
AT2G30490,gene,AT2G19070,gene
AT1G15950,gene,AT2G19070,gene
AT1G74540,gene,AT1G67990,gene
AT1G52760,gene,AT2G19070,gene
AT1G52760,gene,AT2G40890,gene
AT1G52760,gene,AT1G51680,gene
AT1G52760,gene,AT5G54160,gene
AT1G51680,gene,AT1G55290,gene
AT1G24735,gene,AT1G55290,gene
AT1G15950,gene,AT1G55290,gene
AT3G55120,gene,AT5G13930,gene
AT3G51240,gene,AT3G55120,gene
AT5G08640,gene,AT3G51240,gene
AT5G07990,gene,AT3G55120,gene
AT3G51240,gene,AT3G55120,gene
AT5G07990,gene,AT3G51240,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT5G07990,gene,AT5G42800,gene
AT5G07990,gene,AT3G55120,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT3G55120,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT5G07990,gene,AT5G42800,gene
AT5G07990,gene,AT3G55120,gene
AT5G42800,gene,AT3G55120,gene
AT3G51240,gene,AT3G55120,gene
AT5G07990,gene,AT5G42800,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT5G08640,gene
AT4G22870,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT5G07990,gene,AT5G08640,gene
AT4G22870,gene,AT5G07990,gene
AT5G07990,gene,AT5G42800,gene
AT4G22870,gene,AT5G08640,gene
AT5G42800,gene,AT5G08640,gene
AT4G22870,gene,AT5G42800,gene
AT1G61720,gene,AT4G22870,gene
AT5G07990,gene,AT5G08640,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT2G40890,gene,AT2G19070,gene
AT2G19070,gene,AT1G24735,gene
AT2G19070,gene,AT5G13930,gene
AT5G13930,gene,AT1G24735,gene
AT2G19070,gene,AT1G24735,gene
AT2G19070,gene,AT5G13930,gene
AT5G07990,gene,AT5G42800,gene
AT5G07990,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT5G07990,gene,AT3G51240,gene
AT4G22870,gene,AT3G51240,gene
AT3G51240,gene,AT5G42800,gene
AT3G51240,gene,AT5G08640,gene
AT4G22870,gene,AT5G07990,gene
AT5G07990,gene,AT5G42800,gene
AT5G07990,gene,AT5G08640,gene
AT4G22870,gene,AT5G08640,gene
AT5G42800,gene,AT5G08640,gene
AT5G07990,gene,AT5G08640,gene
AT4G22870,gene,AT5G42800,gene
AT1G61720,gene,AT4G22870,gene
AT5G13930,gene,AT1G24735,gene
AT3G51240,gene,AT5G08640,gene
AT3G51240,gene,AT5G42800,gene
AT5G42800,gene,AT5G08640,gene
AT4G22870,gene,AT5G42800,gene
AT1G61720,gene,AT4G22870,gene
AT2G30490,gene,AT5G13930,gene
AT2G19070,gene,AT2G30490,gene
AT2G19070,gene,AT2G30490,gene
AT5G13930,gene,AT3G55120,gene
AT5G13930,gene,AT2G30490,gene
AT5G13930,gene,AT2G19070,gene
AT5G13930,gene,AT2G19070,gene
AT2G30490,gene,AT5G13930,gene
AT5G13930,gene,AT5G13930,gene
AT2G19070,gene,AT5G13930,gene
AT2G19070,gene,AT5G13930,gene
AT5G13930,gene,AT3G55120,gene
AT4G14090,gene,AT5G54060,gene
AT5G54060,gene,AT4G14090,gene
AT5G54060,gene,AT4G14090,gene
AT5G07990,gene,AT5G17050,gene
AT5G07990,gene,AT5G17050,gene
AT5G07990,gene,AT1G30530,gene
AT5G17050,gene,AT1G30530,gene
AT5G07990,gene,AT1G30530,gene
AT5G17050,gene,AT1G30530,gene
AT1G30530,gene,AT2G36790,gene
AT1G30530,gene,AT2G36790,gene
AT2G19070,gene,AT2G30490,gene
AT2G19070,gene,AT2G30490,gene
AT2G19070,gene,AT2G40890,gene
AT2G40890,gene,AT2G19070,gene
AT2G19070,gene,AT1G24735,gene
AT1G24735,gene,AT2G19070,gene
AT2G19070,gene,AT2G40890,gene
AT2G40890,gene,AT2G19070,gene
AT1G62800,gene,AT4G28680,gene
AT1G62800,gene,AT2G20340,gene
AT2G24850,gene,AT4G28680,gene
AT2G24850,gene,AT2G20340,gene
AT2G20340,gene,AT1G31670,gene
AT4G28680,gene,AT1G31670,gene
AT2G20340,gene,AT4G15093,gene
AT3G55400,gene,AT1G66520,gene
AT1G48520,gene,AT1G25350,gene
AT1G48520,gene,AT1G70980,gene
AT1G32100,gene,AT1G32100,gene
AT1G32100,gene,AT1G32100,gene
AT2G13540,gene,AT5G44200,gene
AT1G58470,gene,AT1G22760,gene
AT5G10630,gene,AT3G58390,gene
AT4G25550,gene,AT1G13190,gene
AT3G04680,gene,AT1G66500,gene
AT2G13540,gene,AT5G47010,gene
AT1G18070,gene,AT1G22760,gene
AT5G19400,gene,AT5G47010,gene
AT1G22760,gene,AT1G06450,gene
AT1G20720,gene,AT1G77320,gene
AT2G31970,gene,AT5G54260,gene
AT2G31970,gene,AT3G02680,gene
AT4G00020,gene,AT1G64750,gene
AT4G32960,gene,AT5G42470,gene
AT4G32960,gene,AT1G80210,gene
AT4G08500,gene,AT4G26070,gene
AT4G26070,gene,AT4G01370,gene
AT4G01370,gene,AT4G08480,gene
AT4G08480,gene,AT1G12280,gene
AT4G01370,gene,AT3G18690,gene
AT3G18690,gene,AT2G38470,gene
AT2G38470,gene,AT3G26830,gene
AT1G51660,gene,AT4G08500,gene
AT1G51660,gene,AT2G43790,gene
AT2G43790,gene,AT1G43700,gene
AT1G43700,gene,AT1G50060,gene
AT2G43790,gene,AT4G01250,gene
AT4G01250,gene,AT2G19190,gene
AT2G43790,gene,AT1G01480,gene
AT3G25250,gene,AT4G09320,gene
AT4G09320,gene,AT2G43790,gene
AT3G25250,gene,AT2G43790,gene
AT3G25250,gene,AT1G09000,gene
AT1G09000,gene,AT1G51660,gene
AT1G51660,gene,AT2G43790,gene
AT2G43790,gene,AT4G01250,gene
AT2G43790,gene,AT2G30250,gene
AT5G40440,gene,AT1G10210,gene
AT1G10210,gene,AT1G50060,gene
AT2G26070,gene,AT1G04310,gene
AT1G04310,gene,AT5G03730,gene
AT5G03730,gene,AT5G03280,gene
AT5G03730,gene,AT1G73500,gene
AT1G73500,gene,AT2G43790,gene
AT2G43790,gene,AT1G73730,gene
AT1G73730,gene,AT3G23240,gene
AT1G54490,gene,AT2G25490,gene
AT2G25490,gene,AT1G73730,gene
AT3G23240,gene,AT2G26020,gene
AT3G23240,gene,AT3G12500,gene
AT3G23240,gene,AT5G24770,gene
AT5G40440,gene,AT2G43790,gene
AT2G43790,gene,AT1G32640,gene
AT1G32640,gene,AT2G26020,gene
AT1G32640,gene,AT3G12500,gene
AT1G32640,gene,AT5G24770,gene
AT4G08500,gene,AT4G29810,gene
AT4G29810,gene,AT2G43790,gene
AT1G10940,gene,AT1G05100,gene
AT1G05100,gene,AT5G40440,gene
AT4G26070,gene,AT2G43790,gene
AT3G06110,gene,AT2G43790,gene
AT1G66410,gene,AT1G18150,gene
AT5G40440,gene,AT1G18150,gene
AT1G18150,gene,AT1G09090,gene
AT1G09090,gene,AT3G25250,gene
AT1G34245,gene,AT2G26330,gene
AT2G26330,gene,AT1G63700,gene
AT1G63700,gene,AT1G51660,gene
AT1G51660,gene,AT2G43790,gene
AT2G43790,gene,AT5G53210,gene
AT1G01360,gene,AT1G07430,gene
AT1G07430,gene,AT1G10940,gene
AT2G40116,gene,AT1G34260,gene
AT3G19420,gene,AT1G34260,gene
AT1G34260,gene,AT3G10550,gene
AT1G68000,gene,AT1G34260,gene
AT3G19420,gene,AT2G40116,gene
AT2G40116,gene,AT3G10550,gene
AT2G40116,gene,AT1G68000,gene
AT3G19420,gene,AT1G68000,gene
AT1G68000,gene,AT3G10550,gene
AT2G40116,gene,AT3G19420,gene
AT1G01460,gene,AT1G49340,gene
AT1G49340,gene,AT2G40116,gene
AT1G01460,gene,AT2G40116,gene
AT3G19420,gene,AT1G34260,gene
AT1G34260,gene,AT3G10550,gene
AT5G07370,gene,AT4G08170,gene
AT1G22100,gene,AT5G07370,gene
AT1G31190,gene,AT1G31190,gene
AT1G31190,gene,AT1G31190,gene
AT1G68000,gene,AT1G31190,gene
AT1G31190,gene,AT1G31190,gene
AT1G68000,gene,AT1G31190,gene
AT1G68000,gene,AT1G31190,gene
AT5G09290,gene,AT2G40116,gene
AT1G31190,gene,AT5G09290,gene
AT2G40116,gene,AT2G40116,gene
AT2G40116,gene,AT2G40116,gene
AT2G18730,gene,AT2G40116,gene
AT2G40116,gene,AT2G40116,gene
AT2G40116,gene,AT2G18730,gene
AT2G40116,gene,AT2G18730,gene
AT1G62430,gene,AT2G18730,gene
AT1G68000,gene,AT1G62430,gene
AT1G01460,gene,AT3G19420,gene
AT2G40116,gene,AT1G01460,gene
AT2G40116,gene,AT1G49340,gene
AT1G34260,gene,AT1G49340,gene
AT3G19420,gene,AT1G49340,gene
AT1G49340,gene,AT3G10550,gene
AT1G68000,gene,AT1G49340,gene
AT2G40116,gene,AT1G31190,gene
AT1G34260,gene,AT3G10550,gene
AT1G34260,gene,AT3G10550,gene
AT1G34260,gene,AT1G60490,gene
AT3G19420,gene,AT1G60490,gene
AT3G10550,gene,AT1G60490,gene
AT3G19420,gene,AT1G60490,gene
AT3G10550,gene,AT1G60490,gene
AT1G49340,gene,AT1G60490,gene
AT1G34260,gene,AT1G60490,gene
AT2G40116,gene,AT1G60490,gene
AT1G68000,gene,AT1G60490,gene
AT2G40116,gene,AT5G07370,gene
AT5G09290,gene,AT4G08170,gene
AT1G22100,gene,AT5G07370,gene
AT5G07370,gene,AT5G07370,gene
AT3G01310,gene,AT1G22100,gene
AT5G07370,gene,AT1G22100,gene
AT5G07370,gene,AT5G07370,gene
AT3G51460,gene,AT1G34260,gene
AT3G51460,gene,AT2G40116,gene
AT3G51460,gene,AT1G60490,gene
AT3G51460,gene,AT3G19420,gene
AT3G51460,gene,AT3G10550,gene
AT3G51460,gene,AT1G68000,gene
AT3G51460,gene,AT2G40116,gene
AT3G51460,gene,AT1G01460,gene
AT5G07370,gene,AT5G07370,gene
AT3G62980,gene,AT1G04100,gene
AT1G04100,gene,AT1G19850,gene
AT1G19850,gene,AT1G04100,gene
AT1G19850,gene,AT1G23160,gene
AT1G19850,gene,AT1G16510,gene
AT1G27320,gene,AT1G03430,gene
AT1G03430,gene,AT1G49190,gene
AT1G49190,gene,AT1G10470,gene
AT3G05120,gene,AT1G14920,gene
AT4G24210,gene,AT1G14920,gene
AT1G14920,gene,AT1G09530,gene
AT1G01360,gene,AT1G07430,gene
AT1G07430,gene,AT1G10940,gene
AT1G10940,gene,AT1G03970,gene
AT1G04310,gene,AT5G03730,gene
AT5G03730,gene,AT1G51660,gene
AT1G51660,gene,AT2G43790,gene
AT2G43790,gene,AT5G03280,gene
AT5G03280,gene,AT1G73730,gene
AT2G25490,gene,AT1G73730,gene
AT1G73730,gene,AT3G23240,gene
AT1G01740,gene,AT1G03445,gene
AT1G03445,gene,AT1G06390,gene
AT1G06390,gene,AT1G19350,gene
AT1G19350,gene,AT5G57560,gene
AT1G19350,gene,AT3G50070,gene
AT2G39940,gene,AT1G17380,gene
AT1G17380,gene,AT1G32640,gene
AT1G64280,gene,AT1G08320,gene
AT1G08320,gene,AT1G50060,gene
AT5G65720,gene,AT1G16460,gene
AT1G16460,gene,AT5G55130,gene
AT5G65720,gene,AT5G55130,gene
AT2G45695,gene,AT5G55130,gene
AT1G76170,gene,AT4G35910,gene
AT2G43760,gene,AT5G55130,gene
AT2G43760,gene,AT4G10100,gene
AT3G08850,gene,AT1G50030,gene
AT1G50030,gene,AT2G22040,gene
AT2G37840,gene,AT3G18770,gene
AT3G18770,gene,AT5G66930,gene
AT3G18770,gene,AT4G30790,gene
AT4G30790,gene,AT5G66930,gene
AT5G53000,gene,AT1G10430,gene
AT5G17290,gene,AT1G54210,gene
AT5G45900,gene,AT1G54210,gene
AT5G45900,gene,AT1G62040,gene
AT3G07525,gene,AT1G54210,gene
AT5G61500,gene,AT1G62040,gene
AT2G44140,gene,AT1G62040,gene
AT1G18830,gene,AT1G05520,gene
AT1G18830,gene,AT1G02620,gene
AT3G59410,gene,AT2G40290,gene
AT1G72280,gene,AT1G04980,gene
AT2G47970,gene,AT3G09840,gene
AT2G01470,gene,AT1G02620,gene
AT2G47970,gene,AT2G21270,gene
AT1G04850,gene,AT3G09840,gene
AT2G19830,gene,AT1G15130,gene
AT1G08270,gene,AT4G26750,gene
AT3G10640,gene,AT1G08270,gene
AT1G17730,gene,AT1G03950,gene
AT3G62080,gene,AT2G19830,gene
AT1G04820,gene,AT1G20010,gene
AT1G29260,gene,AT5G56290,gene
AT5G56290,gene,AT5G62810,gene
AT5G08470,gene,AT1G03000,gene
AT3G07560,gene,AT5G62810,gene
AT1G18890,gene,AT1G09090,gene
AT1G05990,gene,AT3G47450,gene
AT5G46330,gene,AT2G13790,gene
AT5G46330,gene,AT4G08500,gene
AT4G08500,gene,AT4G01370,gene
AT4G01370,gene,AT2G30250,gene
AT5G56580,gene,AT4G01370,gene
AT5G56580,gene,AT2G43790,gene
AT1G51660,gene,AT2G43790,gene
AT2G43790,gene,AT4G01250,gene
AT4G02930,gene,AT5G20480,gene
AT2G13790,gene,AT5G20480,gene
AT5G20480,gene,AT4G08500,gene
AT3G25070,gene,AT3G07040,gene
AT3G25070,gene,AT4G26090,gene
AT5G13160,gene,AT1G12220,gene
AT5G46330,gene,AT1G01340,gene
AT4G08500,gene,AT5G56580,gene
AT4G08500,gene,AT1G51660,gene
AT2G21430,gene,AT5G45260,gene
AT3G28910,gene,AT1G01120,gene
AT3G28910,gene,AT4G14440,gene
AT2G18790,gene,AT2G18790,gene
AT1G09570,gene,AT1G09570,gene
AT1G09530,gene,AT2G18790,gene
AT1G09530,gene,AT1G09570,gene
AT2G25930,gene,AT2G18790,gene
AT5G61380,gene,AT5G08330,gene
AT2G46790,gene,AT1G01060,gene
AT5G02810,gene,AT1G01060,gene
AT5G24470,gene,AT1G01060,gene
AT5G02810,gene,AT5G62430,gene
AT5G24470,gene,AT5G62430,gene
AT2G46790,gene,AT2G46830,gene
AT5G02810,gene,AT2G46830,gene
AT5G24470,gene,AT2G46830,gene
AT2G25930,gene,AT2G46790,gene
AT5G08330,gene,AT2G46830,gene
AT2G46830,gene,AT5G61380,gene
AT1G01060,gene,AT5G61380,gene
AT1G01060,gene,AT5G08330,gene
AT5G62430,gene,AT5G15840,gene
AT5G61380,gene,AT1G22770,gene
AT2G46790,gene,AT5G62430,gene
AT5G15840,gene,AT1G65480,gene
AT1G56650,gene,AT5G13930,gene
AT1G22770,gene,AT5G15840,gene
AT2G46830,gene,AT2G25930,gene
