,0,1,2
AT1G10940,AT1G10940,"ARABIDOPSIS SERINE/THREONINE KINASE 1,  ASK1,  SNF1-RELATED PROTEIN KINASE 2.4,  SNRK2-4,  SNRK2.4,  SRK2A,  SUCROSE NONFERMENTING 1-RELATED PROTEIN KINASE 2-4",Encodes a plant protein kinase similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Kinase activity of its homolog in tobacco is induced by hyperosmotic condition within 1 minute. Phosphatidylinositol 4-phosphate 5-kinase (PIP5K) enzyme family member.
AT1G11090,AT1G11090,MAGL1,alpha/beta-Hydrolases superfamily protein;(source:Araport11)
AT1G11600,AT1G11600,"CYP77B1,  CYTOCHROME P450, FAMILY 77, SUBFAMILY B, POLYPEPTIDE 1",member of CYP77B
AT1G11610,AT1G11610,"CYP71A18,  CYTOCHROME P450, FAMILY 71, SUBFAMILY A, POLYPEPTIDE 18",putative cytochrome P450
AT1G11680,AT1G11680,"ATCYP51,  CYP51,  CYP51A2,  CYP51G1,  CYTOCHROME P450 51,  CYTOCHROME P450 51A2,  CYTOCHROME P450 51G1,  EMB1738,  EMBRYO DEFECTIVE 1738",putative obtusifoliol 14-alpha demethylase involved in sterol biosynthesis. The mRNA is cell-to-cell mobile.
AT1G11720,AT1G11720,"ATSS3,  SS3,  STARCH SYNTHASE 3",Encodes a starch synthase that in addition to its role in starch biosynthesis also has a negative regulatory function in the biosynthesis of transient starch. The protein apparently contains a starch-binding domain (SBD).
AT1G11755,AT1G11755,"LEAF WILTING 1,  LEW1","Encodes a cis-prenyltransferase, involved in dolichol biosynthesis. Wilted leaves in mutants due to cell membrane lesions. Mutants have increased drought tolerance, but hypersensitve to dark stress."
AT1G11820,AT1G11820,,O-Glycosyl hydrolases family 17 protein;(source:Araport11)
AT1G11860,AT1G11860,GLDT,T-protein is the aminomethyltransferase of the glycine cleavage multienzyme system GCS.
AT1G11880,AT1G11880,,"transferases, transferring hexosyl groups;(source:Araport11)"
AT1G12000,AT1G12000,,Phosphofructokinase family protein;(source:Araport11)
AT1G12050,AT1G12050,"ATFAH,  FAH,  FUMARYLACETOACETATE HYDROLASE,  SHORT-DAY SENSITIVE CELL DEATHSHORT-DAY SENSITIVE CELL DEATHSHORT-DAY SENSITIVE CELL DEATH 111,  SSCD1",Encodes a fumarylacetoacetase that converts  fumarylacetoacetate to acetoacetate and fumarate and is likely to be involved in tyrosine catabolism.
AT1G12220,AT1G12220,"RESISTANT TO P. SYRINGAE 5,  RPS5","Resistance gene, mediates resistance against the bacterial pathogen Pseudomonas syringae. Contains a putative nucleotide binding site composed of kinase-1a (or P-loop), kinase-2a, and putative kinase-3a domains, 13 imperfect leucine-rich repeats, a potential leucine zipper, and two uncharacterized motifs that are well conserved in products of previously isolated R genes. Confers resistance to Pseudomonas syringae strains that express avrPphB."
AT1G12230,AT1G12230,GSM2-LIKE,Aldolase superfamily protein;(source:Araport11)
AT1G12240,AT1G12240,"ATBETAFRUCT4,  ATFRUCT4,  ATVI2,  FRUCT4,  FRUCTOSIDASE 4,  VAC-INV,  VACUOLAR INVERTASE,  VACUOLAR INVERTASE 2,  VI2,  VIN2",Encodes a vacuolar invertase betaFruct4. betaFruct4 is transported from the endoplasmic reticulum  through the intermediate compartments as a membrane protein. The N-terminal cytoplasmic domain contains multiple sequence motifs that are involved at various stages in the trafficking of betaFruct4 from the ER to the central vacuole. The mRNA is cell-to-cell mobile.
AT1G12280,AT1G12280,"SUMM2,  SUPPRESSOR OF MKK1 MKK2 2",Encodes a NB-LRR protein SUMM2 involved in defense response to bacterium.
AT1G12350,AT1G12350,"4-PHOSPHO-PANTO-THENOYLCYSTEINE SYNTHETASE,  ATCOAB,  COAB",At1g12350 encodes phosphopantothenoylcysteine synthetase (phosphopantothenoylcysteine ligase). Its molecular function was shown to add cysteine forming (R)-4’-phospho-N-pantothenoylcysteine (PPC)
AT1G12550,AT1G12550,"HPPR3,  HPR3,  HYDROXYPHENYLPYRUVATE REDUCTASE 3,  HYDROXYPYRUVATE REDUCTASE 3","Encodes a hydroxypyruvate reductase that reduces HP to glycerate and shows even more activity with glyoxylate, a more upstream intermediate of the photorespiratory cycle.  It is likely targeted to the chloroplast where it could provide a compensatory bypass for the reduction of HP and glyoxylate within this compartment. Together with HPPR2 and TAT1 involved in the biosynthesis of pHPL from tyrosine."
AT1G12640,AT1G12640,"ATLPLAT1,  LPCAT1,  LPLAT1,  LYSOPHOSPHATIDYLCHOLINE ACYLTRANSFERASE 1,  LYSOPHOSPHOLIPID ACYLTRANSFERASE 1",Encodes a lysophosphatidylcholine acyltransferase (LPCAT). Participates in the Lands cycle in developing seeds.
AT1G12780,AT1G12780,"A. THALIANA UDP-GLC 4-EPIMERASE 1,  ATUGE1,  UDP-D-GLUCOSE/UDP-D-GALACTOSE 4-EPIMERASE 1,  UGE1",Encodes a UDP-glucose epimerase that catalyzes the interconversion of the sugar nucleotides UDP-glucose UDP-galactose via a UDP-4-keto-hexose intermediate. Responsive to stress.
AT1G12840,AT1G12840,"ARABIDOPSIS THALIANA VACUOLAR ATP SYNTHASE SUBUNIT C,  ATVHA-C,  DE-ETIOLATED 3,  DET3",Encodes subunit C of the vacuolar H(+)-ATPase (V-ATPase).  Bound and phosphorylated by AtWNK8. The mRNA is cell-to-cell mobile.
AT1G12900,AT1G12900,"GAPA-2,  GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE A SUBUNIT 2",glyceraldehyde 3-phosphate dehydrogenase A subunit 2;(source:Araport11)
AT1G12990,AT1G12990,,"beta-1,4-N-acetylglucosaminyltransferase family protein;(source:Araport11)"
AT1G13190,AT1G13190,,RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)
AT1G13280,AT1G13280,"ALLENE OXIDE CYCLASE 4,  AOC4","Encodes allene oxide cyclase.  One of four genes in Arabidopsis that encode this enzyme, which catalyzes an essential step in jasmonic acid biosynthesis. Gene expression is reduced during senescence, a process that involves jasmonic acid signalling pathway."
AT1G13440,AT1G13440,"GAPC-2,  GAPC2,  GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE C-2,  GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE C2",The expression level of GAPC-2 is upregulated in Arabidopsis seedlings exposed to cadmium.
AT1G13560,AT1G13560,"AAPT1,  AMINOALCOHOLPHOSPHOTRANSFERASE 1,  ATAAPT1",Encodes aminoalcoholphosphotransferase AAPT1.
AT1G13700,AT1G13700,"6-PHOSPHOGLUCONOLACTONASE 1,  PGL1",Encodes a cytosolic 6-phosphogluconolactonase (PGL) thought to be involved in the oxidative pentose-phosphate pathway (OPPP).
AT1G14120,AT1G14120,"ATDAO2,  AUXIN OXIDASE",DAO2 is an IAA oxidase expressed in root caps. it is a member of a family of dioxygenase and 2OG Fe(II) oxygenase domain and DAO domain containing proteins. It is expressed specifically in root cap cells and does not appear to be the major IAA oxidase in planta.
AT1G14230,AT1G14230,,GDA1/CD39 nucleoside phosphatase family protein;(source:Araport11)
AT1G14290,AT1G14290,"ATSBH2,  SBH2,  SPHINGOID BASE HYDROXYLASE 2",Encodes one of the two redundant sphingoid base hydroxylases (SBH). Involved in sphingolipid trihydroxy long-chain base (4-hydroxysphinganine) biosynthesis. Double mutants of SBHs were dwarfed and not able to progress from vegetative to reproductive growth.
AT1G14520,AT1G14520,"MIOX1,  MYO-INOSITOL OXYGENASE 1",Encodes MIOX1.  Belongs to  myo-inositol oxygenase gene family.
AT1G14700,AT1G14700,"ATPAP3,  PAP3,  PURPLE ACID PHOSPHATASE 3",purple acid phosphatase 3;(source:Araport11)
AT1G14810,AT1G14810,,"encodes an aspartate semialdehyde dehydrogenase, which produces the branch point intermediate for lysine and threonine/methionine biosynthesis"
AT1G14920,AT1G14920,"GAI,  GIBBERELLIC ACID INSENSITIVE,  RESTORATION ON GROWTH ON AMMONIA 2,  RGA2",Similar to a putative transcription factor and transcriptional coactivators. Repressor of GA responses and involved in gibberellic acid mediated signaling. Member of the DELLA proteins that restrain the cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. GAI may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA.
AT1G15080,AT1G15080,"ATLPP2,  ATPAP2,  LIPID PHOSPHATE PHOSPHATASE 2,  LPP2,  PHOSPHATIDIC ACID PHOSPHATASE 2","Encodes phosphatidic acid phosphatase. Involved in ABA signaling. Functions as a negative regulator upstream of ABI4. Expressed during germination and seed development. Expressed overall in young seedlings, in roots, hypocotyls, and vascular cells of cotyledons and leaves of 10 day-old seedlings, in flower filaments and stem elongation zones. Not expressed in anthers, pollen nor petals."
AT1G15110,AT1G15110,"ATPSS1,  PHOSPHATIDYLSERINE SYNTHASE 1,  PHYTOPHTHORA SOJAE SUSCEPTIBLE 1,  PSS1",PSS1 encodes a base-exchange-type Phosphatidylserine (PS) synthase. Mutant analysis revealed its role in pollen maturation.
AT1G15130,AT1G15130,"ALG-2 INTERACTING PROTEIN-X,  ALIX",ALIX mediates endosomal protein trafficking and turnover  through the ESCRT/MVB pathway. One target is the phosphate transporter  PHT1;1. Modulates ABA-mediated inhibition of plant growth and stomatal aperture (PMID:31363038).
AT1G15550,AT1G15550,"ARABIDOPSIS THALIANA GIBBERELLIN 3 BETA-HYDROXYLASE 1,  ATGA3OX1,  GA REQUIRING 4,  GA3OX1,  GA4,  GIBBERELLIN 3-OXIDASE 1","Involved in later steps of the gibberellic acid biosynthetic pathway. Activated by AGAMOUS in a cal-1, ap1-1 background. Deletion of 208 bp from -1016 to -809  (Δ-808) resulted in loss of GA-negative feedback (this sequence, which contains a 43-bp sequence GNFEI, was shown to be sufficient for GA-negative feedback)."
AT1G15710,AT1G15710,,prephenate dehydrogenase family protein;(source:Araport11)
AT1G15950,AT1G15950,"ATCCR1,  CCR1,  CINNAMOYL COA REDUCTASE 1,  IRREGULAR XYLEM 4,  IRX4",Encodes a cinnamoyl CoA reductase. Involved in lignin biosynthesis. The mRNA is cell-to-cell mobile.
AT1G16350,AT1G16350,,Aldolase-type TIM barrel family protein;(source:Araport11)
AT1G16460,AT1G16460,"ARABIDOPSIS THALIANA MERCAPTOPYRUVATE SULFURTRANSFERASE 2,  ATMST2,  ATRDH2,  MERCAPTOPYRUVATE SULFURTRANSFERASE 2,  MST2,  RDH2,  RHODANESE HOMOLOGUE 2,  ST2,  STR2,  SULFURTRANSFERASE 2","encodes a cytoplasmic thiosulfate:cyanide sulfurtransferase, activity of which increased the rhodanese activity of transgenic yeast.  Can also act as a mercaptopyruvate sulfurtransferase."
AT1G16510,AT1G16510,"SAUR41,  SMALL AUXIN UPREGULATED 41","Encodes a clade III SAUR gene with a distinctive expression pattern in root meristems.  It is normally expressed in the quiescent center and cortex/endodermis initials and upon auxin stimulation, the expression is found in the endodermal layer.  Overexpression studies suggest roles in cell expansion and auxin transport."
AT1G16540,AT1G16540,"ABA DEFICIENT 3,  ABA3,  ACI2,  ALTERED CHLOROPLAST IMPORT 2,  ATABA3,  ATLOS5,  GIN5,  GLUCOSE INSENSITIVE 5,  LOS5,  LOW OSMOTIC STRESS 5,  SIR3,  SIRTINOL RESISTANT 3","Encodes molybdenum cofactor sulfurase. Involved in Moco biosynthesis. Involved in the conversion of ABA-aldehyde to ABA, the last step of abscisic acid (ABA) biosynthesis. sir loss-of-function mutants are resistant to sirtinol, a modulator of auxin signaling.N terminal domain is similar to bacterial NifS suggesting a common mechanism for sulphur mobilization and transfer.  Also involved in protein import into chloroplasts."
AT1G16570,AT1G16570,"TUN,  TURAN","Encodes a encodes a putative UDP-glycosyltransferase superfamily protein belonging to the glycosyltransferase (GT) family 33 that is localized to the endoplasmic reticulum. Loss of function alleles are male sterile, with pollen tubes bursting after germination. Loss of function also causes increased callose deposition in the female gametophyte, pollen tube overgrowth and reduced transmission."
AT1G16900,AT1G16900,"EBS3,  EMS-MUTAGENIZED BRI1 SUPPRESSOR 3","Encodes the Arabidopsis ortholog of the yeast/human ALG9 catalyzing the luminal addition of two alpha-1,2 Man residues in assembling Glc3Man9GlcNAc2."
AT1G17050,AT1G17050,"ATSPS2,  SOLANESYL DIPHOSPHATE SYNTHASE 2,  SPS2",Encodes one of the two paralogous solanesyl diphosphate synthases - SPS1 (At1g78510) and SPS2 (At1g17050) - that assemble the side-chain of plastoquinone-9 in plastids.
AT1G17160,AT1G17160,"RBSK,  RIBOKINASE",RBSK is a plastid localized ribokinase involved in nucleoside metabolism. It is the only member of this gene family in Arabidopsis.
AT1G17260,AT1G17260,"AHA10,  AUTOINHIBITED H(+)-ATPASE ISOFORM 10,  TRANSPARENT TESTA 13,  TT13","Belongs to H+-APTase gene family, involved in proanthocyanidin biosynthesis,  disturbs the vacuolar biogenesis and acidification process. The acidification of the vacuole provides energy for import of proanthocyanidins into the vacuole. TT13/AHA10 energizes TT12, the MATE transporter for import of proanthocyanidins into the vacuole."
AT1G17290,AT1G17290,"ALAAT1,  ALANINE AMINOTRANSFERASE","Encodes for alanine aminotransferase (ALAAT1), involved in alanine catabolism during plants recovery from hypoxia The mRNA is cell-to-cell mobile."
AT1G17340,AT1G17340,"SAC5,  SUPPRESSOR OF ACTIN 5",Phosphoinositide phosphatase family protein;(source:Araport11)
AT1G17380,AT1G17380,"JASMONATE-ZIM-DOMAIN PROTEIN 5,  JAZ5,  TIFY11A",jasmonate-zim-domain protein 5;(source:Araport11)
AT1G17420,AT1G17420,"ARABIDOPSIS THALIANA LIPOXYGENASE 3,  ATLOX3,  LIPOXYGENASE 3,  LOX3",LOX3 encode  a Lipoxygenase. Lipoxygenases (LOXs) catalyze the oxygenation of fatty acids (FAs).
AT1G17650,AT1G17650,"ATGLYR2,  GLYOXYLATE REDUCTASE 2,  GLYR2,  GR2",Glyoxylate reductase located in chloroplasts.
AT1G17710,AT1G17710,"ARABIDOPSIS THALIANA PHOSPHOETHANOLAMINE/PHOSPHOCHOLINE PHOSPHATASE 1,  ATPEPC1,  PEPC1,  PHOSPHOETHANOLAMINE/PHOSPHOCHOLINE PHOSPHATASE 1",Encodes a phosphoethanolamine/phosphocholine phosphatase. It is likely to be involved in the liberation of inorganic phosphate from intracellular sources. Expression is upregulated in the shoot of cax1/cax3 mutant.
AT1G17730,AT1G17730,"CHARGED MULTIVESICULAR BODY PROTEIN/CHROMATIN MODIFYING  PROTEIN1B,  CHMP1B,  VACUOLAR PROTEIN SORTING 46.1,  VPS46.1",Encodes an ESCRT-related protein: CHMP1A/AT1G73030; CHMP1B/AT1G17730.  CHMP1A and B mediate multivesicular body sorting of auxin carriers and are required for plant development.  ESCRT: Endosomal Sorting Complexes Required For Transport machinery; CHMP: Charged Multivesicular Body Protein/Chromatin Modifying Protein.
AT1G17745,AT1G17745,"3-PHOSPHOGLYCERATE DEHYDROGENASE,  PGDH,  PGDH2,  PHOSPHOGLYCERATE DEHYDROGENASE 2",encodes a 3-Phosphoglycerate dehydrogenase The mRNA is cell-to-cell mobile.
AT1G17890,AT1G17890,GER2,NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)
AT1G18070,AT1G18070,EF-1ALPHA,Translation elongation factor EF1A/initiation factor IF2gamma family protein;(source:Araport11)
AT1G18150,AT1G18150,"ATMPK8,  MPK8","Encodes mitogen-activated protein kinase 8 (MPK8).  MPK8 connects protein phosphorylation, Ca2+, and ROS in the wound-signaling pathway."
AT1G18500,AT1G18500,"IPMS1,  ISOPROPYLMALATE SYNTHASE 1,  MAML-4,  METHYLTHIOALKYLMALATE SYNTHASE-LIKE 4",Encodes an active Arabidopsis isopropylmalate synthase IPMS1.  Involved in leucine biosynthesis.  Do not participate in the chain elongation of glucosinolates.  Expressed constitutively throughout the plant. Loss of IPMS1 can be compensated by a second isopropylmalate synthase gene IPMS2 (At1g74040). The mRNA is cell-to-cell mobile.
AT1G18640,AT1G18640,"3-PHOSPHOSERINE PHOSPHATASE,  PHOSPHOSERINE PHOSPHATASE 1,  PSP,  PSP1","Encodes a 3-phosphoserine phosphatase acting in the last step of serine biosynthesis within the chloroplast. Essential for embryo, pollen and root development."
AT1G18830,AT1G18830,SEC31A,Together with SEC31B a component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER).
AT1G18870,AT1G18870,"ARABIDOPSIS ISOCHORISMATE SYNTHASE 2,  ATICS2,  ICS2,  ISOCHORISMATE SYNTHASE 2",Encodes a protein with isochorismate synthase activity involved in phylloquinone biosynthesis. Mutant studies of this gene's function suggest that its function is redundant with that of ICS1 (AT1G7410).
AT1G18890,AT1G18890,"ATCDPK1,  ATCPK10,  CALCIUM-DEPENDENT PROTEIN KINASE 1,  CDPK1,  CPK10",encodes a calcium-dependent protein kinase whose gene expression is induced by dehydration and high salt. Kinase activity could not be detected in vitro.
AT1G19350,AT1G19350,"BES1,  BRASSINAZOLE-RESISTANT 2,  BRI1-EMS-SUPPRESSOR 1,  BZR2","Encodes brassinosteroid (BR) signalling protein that accumulates in the nucleus as dephosphorylated form in response to BRs. Is phosphorylated by the BIN2 GSK3 kinase. It synergistically interacts with BIM1 to bind to E box sequences (CANNTG). The protein contains a nuclear localization signal (NLS), followed by a highly conserved amino-terminal domain (N) shared by all family members, a BIN2 phosphorylation domain (P), a PEST motif, involved in protein degradation in the absence of BR, and a carboxyl-terminal domain. BES1 can interact with the ELF6 and REF6 Jumonji N/C-domain containing proteins and may direct them to modify histone methylation upstream of some brassinosteroid responsive-genes. Works with BRAVO to regulate QC division in the root. AT1G19350.3(BES1-L) is the long isoform of BES1. It contains an additive N-terminal NLS compared with the canonical BES1-S. This recently evolved isoform is expressed specifically in the Arabidopsis lineage"
AT1G19550,AT1G19550,"DEHYDROASCORBATE REDUCTASE,  DHAR",Glutathione S-transferase family protein;(source:Araport11)
AT1G19670,AT1G19670,"ATCLH1,  ATHCOR1,  CHLOROPHYLLASE 1,  CLH1,  CORI1,  CORONATINE-INDUCED PROTEIN 1","Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation."
AT1G19850,AT1G19850,"ARF5,  AUXIN RESPONSE FACTOR 5,  IAA24,  INDOLE-3-ACETIC ACID INDUCIBLE 24,  MONOPTEROS,  MOVEMENT PROTEIN,  MP","Encodes a transcription factor (IAA24) mediating embryo axis formation and vascular development. Similar to AUXIN RESPONSIVE FACTOR 1 (ARF1) shown to bind to auxin responsive elements (AREs), and to the maize transcriptional activator VIVIPAROUS 1( VP1). In situ hybridization shows expression in provascular tissue of embryos, the emerging shoot primordia, then is restricted to provascular tissue, and in the root central vascular cylinder."
AT1G19920,AT1G19920,"APS2,  ASA1,  ATP SULFURYLASE ARABIDOPSIS 1,  ATPS2",encodes a chloroplast form of ATP sulfurylase.
AT1G20010,AT1G20010,"TUB5,  TUBULIN BETA-5 CHAIN",beta tubulin
AT1G20050,AT1G20050,"HYD1,  HYDRA1,  MAD4,  MIRNA ACTION DEFICIENT 4",C-8 sterol isomerase that also plays a role in miRNA function.
AT1G20270,AT1G20270,,2-oxoglutarate-dependent dioxygenase
AT1G20330,AT1G20330,"COTYLEDON VASCULAR PATTERN 1,  CVP1,  FRILL1,  FRL1,  SMT2,  STEROL METHYLTRANSFERASE 2","Encodes a sterol-C24-methyltransferases involved in sterol biosynthesis. Mutants display altered sterol composition, serrated petals and sepals and altered cotyledon vascular patterning as well as ectopic endoreduplication.  This suggests that suppression of endoreduplication is important for petal morphogenesis and that normal sterol composition is required for this suppression."
